Station Code	Station Name	Station Coordinates
MJNL	MAJRI NANGAL	"28.012437,76.555309"
MJO	MAJORDA	"15.313575,73.921938"
MJP	MOHARAJPUR	"25.219657,87.740378"
MJPB	MANJHRA PURAB	"28.301056,81.160812"
MJR	MINJUR	"13.281549,80.259762"
MJRI	MAJRI JN	"20.138873,79.043112"
MJS	MANJESHWAR	"12.724577,74.887962"
MJT	MAJERHAT	"22.519118,88.322396"
MJTA	MAJITHA	"31.757072,74.94853"
MJV	MANJHAGARH	"26.417316,84.504347"
MJY	MARAMJHIRI	"21.945673,77.882552"
MJZ	MAJHOLA PAKARYA	"28.831441,79.899101"
MK	MIRANPUR KATRA	"28.03744,79.675169"
MKA	MOKAMEH JN	"25.392265,85.913429"
MKB	MANKATHA	"25.207116,86.056252"
MKBH	MANWALA KOT BAK	"30.040269,74.95182"
MKC	MAKSI	"23.251795,76.159286"
MKD	MARKUNDI	"25.017173,80.946894"
MKDD	MUKUNDWADI HALT	"19.859404,75.367413"
MKDI	MAKUDI	"19.592785,79.44849"
MKDN	MARKADHANA	"22.11077,78.501606"
MKG	MANAK NAGAR	"26.810436,80.890875"
MKH	MALAKHERA	"27.389906,76.618652"
MKHI	MAKHI	"26.660039,80.462322"
MKHR	MARWAR KHARA	"27.059737,72.127132"
MKI	MOTIHARI	"26.65536,84.90509"
MKJ	MAKKAJIPALLI	"14.19607832,77.62840748"
MKL	MAKLIDRUG	"13.424686,77.505455"
MKLI	MAKRAULI	"28.947171,76.62775"
MKM	MARIKUPPAM	"12.918948,78.263769"
MKN	MAKRANA JN	"27.037722,74.723339"
MKO	MARKONA	"21.195135,86.595697"
MKP	MANIKPUR JN	"25.063442,81.093607"
MKPR	MUKTAPUR	"25.884786,85.79567"
MKPT	MALIKPETH	"17.900342,75.609112"
MKR	MADDIKERA	"15.256695,77.411556"
MKRA	MAKRERA	"26.313497,74.536829"
MKRD	MACHHAKUNDA	"18.566975,82.667055"
MKRH	MALLICKPURHAT	"25.325253,88.675976"
MKRL	MOTI KORAL	"21.836324,73.204222"
MKRN	MAKRONIA	"23.86708,78.808107"
MKS	MUKTSAR	"30.47871,74.514771"
MKSP	MUKHASA PARUR	"11.565471,79.244213"
MKSR	MOKALSAR	"25.608288,72.519336"
MKT	MUKHTIAR BALWAR	"22.398332,75.973721"
MKTP	MUKETASHWAR	"19.918808,85.437584"
MKU	MALKAPUR	"20.892174,76.203146"
MKWI	MAKARWADI HALT	"26.541775,74.648555"
MKX	MORAK	"24.731163,75.973549"
MKY	MEKKUDI	"10.87086,78.628507"
MKZ	MAHKEPAR ROAD	"21.632856,79.67886"
ML	MALHOUR	"26.859758,81.051292"
MLAR	MALANPUR	"26.413088,78.272781"
MLB	MODNIMB	"17.979876,75.396938"
MLC	MALKISAR	"28.653762,73.862175"
MLD	MALIHABAD	"26.930488,80.714922"
MLDA	MALDATOWN	"0,0"
MLDE	MADLAUDA	"29.399824,76.809711"
MLDT	MALDA TOWN	"25.015929,88.130608"
MLFC	MALDA COURT	"25.012973,88.161335"
MLG	MALHARGARH	"24.266058,74.973106"
MLGH	MANDAL GARH	"25.194146,75.08091"
MLGT	MALLAPPA GATE	"15.225227,77.387352"
MLHA	MALIYA HATINA	"21.15928,70.299411"
MLI	MANGALIYAWAS	"26.277947,74.492455"
MLJ	MOHANLALGANJ	"26.687113,80.984173"
MLK	MALKAPURAM	"15.368784,77.967396"
MLKA	MALUKA	"22.202822,85.672846"
MLKH	MULEWAL KHAIHRA	"31.103436,75.300164"
MLKP	MALIKPUR	"27.161961,79.690361"
MLM	MALTHAN	"18.377415,74.706731"
MLMG	MALLEMADUGU	"17.326387,80.160542"
MLMR	MELMARUVATTUR	"12.429494,79.833741"
MLN	MAILANI	"28.284769,80.347738"
MLNH	MALANCHA	"25.368846,88.586197"
MLNR	GAWADA MALOSAN	"23.57862,72.699623"
MLO	MALUR	"12.992348,77.940273"
MLP	MALLAPUR	"15.672627,75.610399"
MLPR	MALIPUR	"26.281102,82.63092"
MLQ	MALKERA JN	"23.779533,86.296749"
MLR	MALKHED	"20.822073,77.863111"
MLS	MALASA	"26.28849,79.906912"
MLSA	MALLASANDRA	"13.335173,77.015018"
MLSR	MALSAR	"21.889854,73.31563"
MLSU	MALSAILU	"19.862633,77.118702"
MLT	MALATIPATPUR	"19.865378,85.83189"
MLTR	MELATTUR	"11.06538,76.272755"
MLU	MALUGUR	"13.866914,77.531891"
MLV	MALLARPUR	"24.080399,87.726645"
MLW	MALLANWAN	"27.047201,80.15522"
MLX	MULLANPUR	"30.83791,75.664816"
MLY	MAULA ALI	"17.44057,78.550701"
MLYA	MALIYA	"22.831488,88.136101"
MLYC	MAULA ALI	"17.447039,78.547955"
MLYG	MOULALI GATE	"0,0"
MLYR	MELNARIYAPANUR	"11.615751,78.814631"
MLZ	MALARNA	"26.231068,76.534624"
MMA	MUHAMMADABAD	"26.026245,83.376017"
MMB	MAHMUDABAD AVDH	"27.288655,81.114764"
MMC	MAHAMANDIR	"26.312805,73.042946"
MMCC	MOORE MARKET	"13.084756,80.275102"
MMD	MAHESHMUNDA	"24.232486,86.389103"
MMDA	MUTHALAMADA	"10.626866,76.772203"
MME	MUL MARORA	"20.062744,79.674225"
MMG	MADHYAMGRAM	"22.694328,88.452644"
MMH	MAHADANAPURAM	"10.953621,78.299088"
MMK	MADURANTAKAM	"12.50404,79.892707"
MMKB	MEKRA MAMARKHABAD	"25.472568,85.826912"
MML	MADAN MAHAL	"23.159695,79.920645"
MMLN	MAHUAMILAN	"23.661821,84.854107"
MMM	MANDAPAM	"9.280535,79.157424"
MMNK	MARAI MALAI NAGAR KA	"12.79661,80.019865"
MMP	MAMBALAPPATTU	"11.95225333,79.37392499"
MMPL	MANTAPAMPALLE	"14.321939,79.078903"
MMR	MANMAD JN	"20.249877,74.438295"
MMS	MANDASA ROAD	"18.840948,84.494433"
MMU	MUGMA	"23.751804,86.748004"
MMV	MAHALI MARUP	"22.757345,85.879526"
MMVR	MURGA MAHADEV ROAD	"22.06014608,85.46552181"
MMY	MARWAR MATHANYA	"26.532483,72.979088"
MMZ	MANDAMARI	"18.971072,79.469948"
MN	MINAMBAKKAM	"12.98457,80.174875"
MNAE	MANKAR	"23.420093,87.555542"
MNC	MADANKATA	"24.140801,86.70187"
MNCR	MONACHERRA	"24.611751,92.549858"
MND	MUNDERWA	"26.776495,82.903433"
MNDA	MANDURA	"20.78023,77.522664"
MNDH	MANDIR HASAUD	"21.226342,81.772957"
MNDR	MANDI DHANAURA	"28.952729,78.261108"
MNDV	MANDAWARIYA	"26.620682,74.890082"
MNE	MANSI JN	"25.509408,86.554456"
MNF	MANDA ROAD	"25.162998,82.236958"
MNGD	MUNIGUDA	"19.62747,83.488283"
MNGR	MOHAN NAGAR	"29.45918,73.523598"
MNGV	MOTA MIYA MNGRL	"21.461536,73.151779"
MNH	MUNSHIRHAT	"22.648868,88.095245"
MNHA	MINDHA	"27.111701,75.33205"
MNHL	MAJHAIRAN HMCHL	"32.046788,76.603203"
MNI	MANGAON	"18.247326,73.275719"
MNJ	MANOHARGANJ	"25.524512,81.558595"
MNJR	MANJHLEPUR	"25.994618,81.178665"
MNKB	MIYONKA BARA	"25.872507,72.728291"
MNKN	MANIKALAN HALT	"25.917909,82.691517"
MNL	MINCHNAL	"16.970935,75.821972"
MNLI	MANALI HALT	"10.563591,79.640923"
MNM	MANAMADURAI JN	"9.681899,78.45387"
MNMU	MANI MAU	"26.996125,79.958668"
MNO	MEHNAR ROAD	"25.654486,85.502901"
MNP	MANANPUR	"25.072383,86.174011"
MNPR	MINAPUR	"30.910915,76.566982"
MNPT	MUNGILIPATTU	"13.560895,79.244041"
MNQ	MAINPURI	"27.216777,79.035044"
MNR	MAKKHANPUR	"27.119035,78.47105"
MNS	MANSHAHI	"25.488375,87.578716"
MNSR	MANAKSAR	"29.680074,74.383621"
MNTT	MULANTURUTTI	"9.901216,76.389313"
MNU	MUNDIKOTA	"21.372923,79.835243"
MNUR	MANNANUR	"10.749162,76.323395"
MNV	MUNGAOLI	"24.402605,78.11142"
MNWL	MANWAL	"32.768945,75.132065"
MNX	MANGANALLUR	"11.0243796,79.6499749"
MNY	MANKARAI	"10.771886,76.500592"
MNZ	MANANI	"29.884895,77.498589"
MO	MOHOL	"17.804755,75.675545"
MOA	MANOPAD	"15.993964,77.941818"
MOAR	MONIPUR BAGAN	"24.400885,92.54076"
MOB	MANOHARABAD	"17.75539,78.454056"
MOBD	MOABUND	"26.66863,94.071808"
MOF	MONDH	"25.427772,82.484837"
MOG	MOHIUDDINNAGAR	"25.606353,85.703702"
MOGA	MOGA	"30.817586,75.168757"
MOI	MORI BERA	"25.035255,73.135986"
MOJ	MOHANA	"25.980268,77.834015"
MOL	MULI ROAD	"22.676352,71.43465"
MOLK	MOLAKARAMPATTI	"12.466916,78.541775"
MOM	MAMAN	"28.330222,77.860937"
MOMU	MOLAKALMURU	"14.710139,76.746197"
MON	MODRAN	"25.187078,72.447281"
MONJ	MONGLAJHORA	"26.259706,89.963779"
MONR	MOHANUR	"0,0"
MOO	MUDDANURU	"14.688885,78.395863"
MOP	MOHITNAGAR	"26.53018,88.669281"
MOPR	MOHANPURA	"29.992705,73.845291"
MOR	MOR	"25.440019,85.850773"
MORA	MORAIYA	"22.946854,72.454834"
MOT	MALOUT	"30.185051,74.495888"
MOTA	MOTA	"27.287129,79.248505"
MOTC	MOTICHUR	"29.98081,78.177338"
MOTG	MOTIGANJ	"27.101157,82.103405"
MOTH	MOTH	"25.74138,78.948483"
MOU	MANOHARPUR	"22.373809,85.197344"
MOW	MANANWALA	"31.612677,74.966412"
MOX	MORAN	"27.14745,94.888744"
MOY	MOHRI	"30.255434,76.850224"
MOZ	MUZAFFARNAGAR	"29.468969,77.708087"
MP	MELAPPALAIYAM	"8.682342,77.691522"
MPA	MANAPARAI	"10.607337,78.417878"
MPC	MUTTAMPATTI	"11.983787,78.152575"
MPD	MADPUR	"22.369444,87.443018"
MPE	MALATIPUR	"22.651562,88.762493"
MPF	MUIRPUR ROAD	"24.206107,83.094406"
MPG	MANPUR NAGARIA	"27.908424,78.818321"
MPH	MUNDHA PANDE	"28.800157,78.938828"
MPI	MELPATTI	"12.859837,78.797379"
MPJ	MADANPUR	"23.006278,88.490067"
MPK	CHENNAI PARK	"13.080607,80.27283"
MPL	MADANAPALLE RD	"13.644152,78.554134"
MPLE	MAHIPAL	"24.30674,88.162537"
MPLI	MINNAMPALLI	"11.671822,78.270721"
MPLM	MARTHIPALAYAM	"11.021449,78.023229"
MPLR	MAHIPAL ROAD	"24.295476,88.179016"
MPLY	MEPPULIYUR	"11.676445,79.306698"
MPM	MUKTAPURAM	"18.77361,84.34306"
MPML	MOHAPANI MAL	"21.811783,78.909645"
MPN	MADHYAMPUR	"22.620191,88.896217"
MPNH	MAJUNUPUR NAVADA HAL	"0,0"
MPO	MANPUR JN	"24.806681,85.044308"
MPR	MAKAR PURA	"22.233096,73.175812"
MPRD	MATHURAPUR RD	"22.140467,88.390803"
MPT	MANGALAMPETA	"13.567904,79.073582"
MPU	MEDAPADU	"17.005411,82.096453"
MPUE	MAINPURI KACHRI	"27.226852,79.065342"
MPY	MURARPUR	"25.232429,86.886578"
MQ	MANNARGUDI	"10.675031,79.456129"
MQC	MUNDKA	"28.689232,77.02652"
MQE	MOHAMMADKHERA	"23.383898,76.665387"
MQG	MILANGARH	"25.377221,87.891655"
MQL	MIRKHAL	"19.199242,76.927471"
MQN	MANYAMKONDA	"16.683925,77.905383"
MQO	MUNROTURUTTU	"8.997203,76.610456"
MQP	MAKRANDPUR	"28.213357,79.290047"
MQQ	MARKAHANDI U HT	"22.049527,79.190998"
MQR	MALKHAID ROAD	"17.146942,77.173791"
MQS	MALSIAN SHAHKHT	"31.109903,75.354366"
MQU	MURUKKAMPUZHA	"8.61361,76.830225"
MQW	MALLANNAGAR	"28.070617,79.166451"
MQX	MERALGRAM	"24.19726,83.709984"
MQZ	MOTA JADRA	"21.082578,71.704502"
MR	MARTUR	"17.199506,76.902537"
MRA	MORENA	"26.500764,78.003702"
MRAJ	MARWAR JUNCTION	"25.719653,73.609231"
MRB	MUNIRABAD	"15.308484,76.335497"
MRBL	MURIBAHAL	"20.385825,83.016644"
MRC	MARICHETHAL	"16.111462,77.309418"
MRDD	MORDAR	"21.7424,76.449004"
MRDG	MARADANGA	"0,0"
MRDL	MERAMANDOLIL	"20.802377,85.304933"
MRDP	MURADPUR(HALT)	"26.227373,83.511715"
MRDW	MURDESHWAR	"14.100617,74.505587"
MRE	MANAURI	"25.469701,81.662021"
MRF	MARPALLI	"17.54568,77.771745"
MRG	MARGHERITA	"27.289265,95.67255"
MRGA	MIRYALAGUDA	"16.860652,79.533763"
MRGM	MAURIGRAM	"22.579462,88.254461"
MRHA	MURAHARA	"0,0"
MRHT	MORANHAT	"27.1826182,94.9189476"
MRIJ	MURLIGANJ	"25.888106,87.000046"
MRJ	MIRAJ JN	"16.819946,74.638839"
MRJD	MARAJDWA	"27.043073,84.601936"
MRK	MARKAPUR ROAD	"15.714768,79.301205"
MRL	MAROLI	"21.020419,72.890468"
MRM	MAMANDURU	"13.746055,79.458275"
MRN	MORWANI	"23.298433,74.994392"
MRND	MORINDA	"30.791839,76.502781"
MROA	MORA	"27.517102,77.613087"
MRPL	MARAMPALLI	"16.844305,81.634254"
MRPR	MAU RANIPUR	"25.261231,79.136753"
MRQ	MATARI	"23.840469,86.238985"
MRR	MURARAI	"24.440586,87.858353"
MRT	MATHURA CANT	"27.490913,77.685013"
MRTL	MIRTHAL	"32.112495,75.608082"
MRTY	MURTI	"18.682187,76.591873"
MRV	MARSUL	"19.233688,77.098446"
MRWS	MARWAR RANAWAS	"25.669534,73.740063"
MRX	MURUD	"18.380022,76.251125"
MRYA	MERIYANA	"21.201697,71.416111"
MRZA	MIRZA	"26.078679,91.461782"
MS	CHENNAI EGMORE	"13.077848,80.260363"
MSAE	MASAGRAM	"23.135111,88.042502"
MSB	CHENNAI BEACH	"13.09043,80.291691"
MSC	CHENNAI CHETPAT	"13.074253,80.24296"
MSD	BOMBAY MASJID	"18.951935,72.838111"
MSDG	MHASODA DONGAR	"17.266974,75.136932"
MSDH	MASNADIH	"26.958492,84.832993"
MSDL	MAHISADAL	"22.176159,88.010659"
MSDN	MASUDAN	"25.238019,86.36198"
MSDR	MURSHADPUR	"29.557854,78.382301"
MSE	MASANI	"27.514514,77.671452"
MSF	CHENNAI FORT	"13.08324,80.282636"
MSH	MAHESANA JN	"23.603003,72.389088"
MSHF	MAHESANA JN	"23.602846,72.38889"
MSK	MAHES KHUNT	"25.46079,86.641788"
MSL	MACHCHALANDAPUR	"22.856522,88.745198"
MSMD	MAHASAMUND	"21.113168,82.10392"
MSN	MURSAN	"27.573721,77.93581"
MSO	MISROD	"23.168731,77.458076"
MSOD	MASODHA	"26.709427,82.125549"
MSP	MANSURPUR	"29.355097,77.718902"
MSQ	MARWAR RATANPRA	"24.629698,72.095547"
MSR	MASUR	"17.404701,74.144669"
MSRP	MURHESI RAMPUR	"27.412386,77.627378"
MSS	MASARAHALLI	"13.803742,75.735455"
MSSD	MAHESHARI SNDHN	"30.848669,74.993019"
MSSN	MAISHASHAN	"24.83457,92.320004"
MST	MASIT	"27.269889,80.257874"
MSTH	MISRIKH TIRATH	"27.422824,80.530643"
MSU	MOSUR	"13.086668,79.73259"
MSV	MUSTARA	"25.497052,78.63533"
MSW	MASKANWA	"27.002549,82.357464"
MSWA	MASANIWALA	"29.400273,73.590717"
MSZ	MANSA	"29.989285,75.402174"
MT	MATERA	"27.785404,81.553917"
MTA	MATHELA	"21.87265,76.38485"
MTB	MATLABPUR	"28.990311,78.657217"
MTBG	MATHIA BARGHAT HALT	"26.941966,83.757534"
MTC	MEERUT CITY	"28.97736,77.674856"
MTD	MERTA ROAD JN	"26.727827,73.917646"
MTDI	MALTEKDI	"19.16787,77.334824"
MTDM	METUR DAM	"11.807371,77.832298"
MTE	METTUR	"8.874726,77.369499"
MTFA	MERTALA PHALEYA HALT	"23.480016,88.320036"
MTGE	MUTHANI	"25.173097,83.619003"
MTH	MATAUNDH	"25.419168,80.148697"
MTHP	MITHAPUR	"22.411981,69.009075"
MTI	MITAWAL	"27.292011,78.198624"
MTJ	MATHURA JN	"27.480025,77.672997"
MTJL	MOTIJHEEL	"26.249853,78.142319"
MTJR	MOTERJHAR	"26.134018,89.864559"
MTL	MAILAM	"12.160171,79.60187"
MTM	MACHELIPATNAM	"16.171648,81.138153"
MTMI	MOTIMARI	"16.956322,80.320616"
MTN	BOMBAY MATUNGA	"19.027697,72.850192"
MTNC	MATTANCHERI HLT	"0,0"
MTND	MATTAGAJPUR	"20.441812,85.946388"
MTNL	MUTTARASANALLUR	"10.86635,78.648891"
MTO	MAITHA	"26.476412,80.025101"
MTP	METUPALAIYAM	"11.300049,76.934853"
MTPC	MOTIPURA CHAUKI	"24.610503,77.040081"
MTPR	RAIMAHTPUR	"31.405517,76.324081"
MTR	MOTIPUR	"26.301418,85.125675"
MTRA	MATIGARA	"26.717247,88.384495"
MTSK	MOTA SURKA	"21.724102,71.924143"
MTT	MUTUPET	"10.399014,79.49295"
MTU	MATMARI	"16.046473,77.302723"
MTUR	MATHUR	"11.317807,79.205503"
MTV	MATALKUNTA	"17.768141,77.56279"
MTWN	MITEWANI	"21.423908,79.712677"
MTY	MULTAI	"21.783173,78.26246"
MU	MAKANSAR	"22.752438,70.91074"
MUA	MUSRA	"21.152796,80.879202"
MUC	MULLURCARAI	"10.706153,76.271725"
MUD	MURADNAGAR	"28.759157,77.506914"
MUE	MUDKHED	"19.148087,77.509661"
MUG	MAGRA	"22.983365,88.36853"
MUGA	MAHUGARA	"24.62486,77.23938"
MUGN	MAHUTGAON	"26.962317,94.792442"
MUGR	MANUGURU	"17.924802,80.798564"
MUH	MURTHIHA	"28.030622,81.378307"
MUK	MUNUMAKA	"16.191102,79.981499"
MUKE	MUKKALI	"11.6838,75.549932"
MULK	MULKI	"13.068777,74.805222"
MUM	MANGAPATNAM	"14.745169,78.271923"
MUO	MASANGAON	"22.273053,77.005577"
MUP	MURHIPAR	"21.183611,81.148624"
MUPA	MUPA	"25.368846,93.122907"
MUQ	MARUDUR	"10.915067,78.450623"
MUR	MANKAPUR JN	"27.039098,82.227688"
MURD	MANDAWAR M RD	"27.140118,76.832027"
MURI	MURI	"23.377871,85.867167"
MUT	MEERUT CANT	"29.015947,77.686887"
MUU	MANKUNDU	"22.846952,88.346858"
MUUA	MAHUAWA KHURD	"26.854551,83.594112"
MUV	MANDUADIH	"25.300191,82.972269"
MUW	MATHURAPUR	"24.386658,86.631832"
MUY	MUGAIYUR	"11.976692,79.305496"
MUZ	MOHIUDDINPUR	"28.885715,77.621841"
MV	MAYILADUTURAI J	"11.094777,79.62822"
MVA	MALAKA VEMALA	"14.269208,78.054256"
MVC	MAVINKERE	"12.893139,76.165466"
MVD	MULVAD	"16.620402,75.746956"
MVE	MUNDHEWADI	"17.744109,75.704556"
MVF	MANABAR	"18.839852,82.696023"
MVG	MALIGURA	"18.953335,82.638774"
MVH	MANTATTI	"17.244597,77.5492"
MVHL	MAVINAHALLI  HALT	"17.970324,77.147026"
MVI	MORBI	"22.824922,70.828857"
MVJ	MAVLI JN	"24.794215,73.973351"
MVKR	MAHAWAN KHOR HALT	"0,0"
MVL	MALAVLI	"18.744133,73.48094"
MVLK	MAVELIKARA	"9.239577,76.545782"
MVN	MILAVITTAN	"8.811457,78.087215"
MVO	MANWATH ROAD	"19.358441,76.534796"
MVP	MOKHASA KALVPDI	"16.495843,81.1306"
MVPM	MAVELIPALAIYAM	"11.482548,77.900105"
MVRD	MAIVADI ROAD	"10.563253,77.316284"
MVV	MAHESHI	"25.233516,86.808472"
MVW	MALLIVIDU	"17.971671,83.172598"
MVY	MALAVI	"15.000422,76.201944"
MW	MAIRWA	"26.239999,84.151669"
MWA	MANDWA	"21.517601,76.390171"
MWC	MANDAWLI CHANDER VIH	"28.613384,77.253315"
MWD	MHASAVAD	"20.870361,75.458736"
MWE	MEWA NAWADA	"29.117975,78.612757"
MWF	MAGARDAHA	"24.389003,82.906094"
MWG	MINDALA	"20.515786,79.716969"
MWH	MALWAN	"26.017606,80.685954"
MWJ	MARWASGRAM	"24.087412,81.697254"
MWK	MORDAD TANDA	"20.68868,74.905272"
MWM	MALLESWARAM	"13.001129,77.563047"
MWP	MAHRANI PACHHIM	"26.118992,82.248802"
MWQ	MOTARI HALT	"20.090113,85.728722"
MWR	MAHANSAR	"28.199591,75.031042"
MWRN	MADWARANI	"22.165627,82.711773"
MWT	MARWAR LOHWAT	"26.981746,72.58976"
MWUE	MAHRAWAL	"27.937545,78.04214"
MWW	MAHWA	"27.48406,76.609211"
MWX	MALLANWALA KHAS	"31.048154,74.817839"
MWY	MAILARAM	"17.280292,77.809589"
MWZ	MAHISHADAHARI	"23.916441,87.649784"
MXA	MARAUDA	"21.15936,81.35951"
MXD	MASOR ROAD	"22.105204,72.89669"
MXH	MAKHU	"31.106265,74.983835"
MXJ	MANGURJAN	"26.412358,88.256779"
MXK	MANDRAK	"27.766646,78.11039"
MXL	MOKHOLI	"26.161447,76.461325"
MXM	MINATCHIPURAM	"10.629988,76.875587"
MXN	MARIANI JN	"26.652675,94.308443"
MXO	MORTHALA	"24.497771,72.800217"
MXP	MALUPOTA	"31.183544,75.964923"
MXR	MAHUR	"25.188166,93.126469"
MXS	MOHASA	"24.378587,78.2888"
MXT	MALAKPET KCG	"17.375808,78.494654"
MXW	MAHADEVSAL	"22.510178,85.328579"
MXY	MAHUARIYA	"24.234442,83.318081"
MXZ	MOHDARA HALT	"20.959997,79.346523"
MY	MALLIYAM	"11.079026,79.595776"
MYA	MANDYA	"12.529136,76.897216"
MYD	MANDERDISA	"25.707589,93.123379"
MYE	MANDHALI	"31.204433,75.831585"
MYG	MIYAGAM KARJAN	"22.050562,73.120193"
MYGL	MIYAGAM K JN NG	"22.050562,73.120193"
MYHT	MAYURHAT	"23.363217,88.661213"
MYJ	MAHEJI	"20.787733,75.430756"
MYK	MAYAKONDA	"14.284014,76.081181"
MYL	MALLIYALA	"15.398245,77.777195"
MYM	MEMARI	"23.172715,88.095417"
MYP	MUNDILYAMPAKKAM	"11.997682,79.513035"
MYR	MAIHAR	"24.255925,80.763588"
MYS	MYSORE JN	"12.318536,76.645603"
MYU	MAYANOOR	"10.955054,78.236861"
MYX	METYALSAHAR HALT	"23.482102,86.748304"
MYY	MAYYANAD	"8.837919,76.647491"
MZA	MEZENGA S	"26.884105,94.678974"
MZB	MAHULI HALT	"21.033558,79.315281"
MZC	MIRZA CHEUKI	"25.257466,87.49486"
MZGI	MANZURGARHI	"27.96393,78.10627"
MZH	MAUHARI	"23.118891,81.769695"
MZHL	MAJHAOLI	"24.136572,82.37051"
MZL	MIRZAPALI	"18.017753,78.415089"
MZM	MUZZAMPUR NRYN	"29.58331,78.222656"
MZN	MAHMUDPUR SRYN	"27.754038,80.209465"
MZP	MIRZAPUR	"25.13429,82.569809"
MZQ	MAJGAON ASSAM	"26.430767,90.574207"
MZR	MURTAJAPUR	"20.736208,77.354565"
MZRT	MURTAJAPUR TOWN	"20.726736,77.367096"
MZS	MURKEONGSELEK	"27.830879,95.218334"
MZU	MARANDAHALLI	"12.388964,78.017349"
MZV	MARALAHALLI	"12.988166,78.108673"
MZW	MANJHWE	"24.814784,85.307121"
MZX	MATARILA	"25.08486,78.4026"
MZY	MACHAPUR	"20.569153,85.769062"
MZZ	MANJURI ROAD	"21.011846,86.319408"
NAB	NAGBHIR JN	"20.580142,79.700468"
NABN	NAGBHIR JUNCTION	"20.580142,79.700468"
NAC	NAWA CITY	"27.029159,74.998512"
NACC	NEW ALIPUR (CALCUTTA	"22.510912,88.33497"
NAD	NAGDA JN	"23.45616,75.412731"
NADA	NADA	"22.123174,73.372536"
NAG	NAGARGALI	"15.431343,74.603863"
NAGC	NAGARGALI	"18.815859,73.360398"
NAI	NANGI	"22.500306,88.224034"
NAK	NAKSALBARI	"26.683048,88.202705"
NAKD	NAIK DIH	"25.846556,83.465538"
NAL	NAL HALT	"28.037289,73.210659"
NALR	NALPUR	"22.529048,88.185539"
NAM	NAMRUP	"27.19632,95.313692"
NAN	NANOGAON ROAD	"16.387344,73.73045"
NANA	NANA	"24.926295,73.110495"
NAND	NANDIKOOR	"0,0"
NANR	NARANPUR	"21.616739,85.637398"
NARA	NARA HALT	"0,0"
NAS	NASRALA	"31.497921,75.846348"
NASP	NARASINGAPALLI	"17.606271,82.890558"
NAT	NATHNAGAR	"25.236622,86.934943"
NAU	NADAPURAM ROAD	"11.639459,75.575531"
NAVI	NAVI	"20.902517,77.732808"
NAW	NAWANDGI	"17.227464,77.508874"
NAWN	NAWAN	"29.652852,74.353065"
NAZJ	NAZIRGANJ	"25.724215,85.806227"
NB	NIMBHORA	"21.161161,75.975566"
NBA	NABHA	"30.363915,76.146326"
NBAE	NABAGRAM	"23.09872,88.066449"
NBD	NAJIBABAD JN	"29.60376,78.335953"
NBE	NEW BARRACKPORE	"22.686885,88.444405"
NBG	NABENAGAR ROAD	"24.653804,84.093904"
NBGH	NOWBAGH	"21.228742,77.477474"
NBH	NIMBAHERA	"24.623612,74.694672"
NBI	NADBAI	"27.213572,77.207451"
NBK	NUNGAMBAKKAM	"13.065453,80.232832"
NBKH	NABA GRAM KANKURHATI	"23.661192,88.09988"
NBL	NIMBAL	"17.118644,75.860167"
NBM	NAVABPALEM	"16.831736,81.606832"
NBP	NIBHAPUR	"25.599967,82.249317"
NBPH	NEW BALRAMPUR HALT	"24.050853,88.246994"
NBQ	NEW BONGAIGAON	"26.474415,90.536098"
NBR	NAMBURU	"16.358521,80.495625"
NBRN	NABA RAYNAGAR HALT	"23.148252,88.603363"
NBS	NEW BANESWAR	"26.389563,89.50819"
NBT	NAYABAGIRTHIPUR	"20.781835,85.382695"
NBU	NARASAMBUDHI	"12.104452,76.701565"
NBUE	NIBKARORI	"27.335328,79.43819"
NBVJ	NEW BHUJ	"0,0"
NCB	NEW COOCH BEHAR	"26.352959,89.469566"
NCE	NLACHRVURU EAST	"13.71729,78.360243"
NCH	NAKACHARI	"26.711727,94.399853"
NCHS	NATURE CURE HOSPITAL	"17.44548316,78.45251083"
NCJ	NAGARCOIL JN	"8.17428,77.4439"
NCN	NACHINDA PH	"21.881731,87.755356"
NCP	NISCHINDAPUR	"21.973136,88.214035"
NCPM	NISCHINDAPUR MARKET	"21.987463,88.217125"
NCR	NAGORE	"10.8183,79.846058"
NCU	NALLACHERUVU	"14.020855,78.178024"
ND	NADIAD JN	"22.694566,72.856178"
NDAE	NABADWIP DHAM	"23.396463,88.356342"
NDAZ	NAYA AZADPUR	"28.714434,77.166746"
NDB	NANDURBAR	"21.374322,74.245992"
NDBT	NANDPR BHATAULI	"32.013607,76.115929"
NDD	NIDADAVOLU JN	"16.897817,81.675024"
NDE	NANDRE	"16.960468,74.560218"
NDGJ	NANDAHGANJA	"22.403728,87.832088"
NDH	NINDHAR BENAR	"27.010349,75.724983"
NDJ	NANDGANJ	"25.54492,83.397217"
NDK	NANKHAS	"25.661179,78.872566"
NDKD	NADIKODE	"16.590174,79.723105"
NDKR	NANDAKUMAR P.H.	"22.197101,87.932339"
NDL	NANDYAL	"15.468074,78.472595"
NDLH	NANDLEE HALT	"25.926863,86.59338"
NDLS	NEW DELHI	"28.642464,77.220154"
NDM	NIDAMANURU	"16.507487,80.730801"
NDN	NARDANA	"21.177729,74.828267"
NDNI	NIDHANI	"22.576688,80.008535"
NDO	NIDUBROLU	"16.068084,80.557423"
NDPR	NANDAPUR	"19.592947,77.239037"
NDPU	NUDURUPADU	"16.273017,80.192986"
